codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_direcao,vento_vel, vento_rajada,radiacao,precipitacao
A001,10/01/2018,21,24.9,26.3,24.9,57,59,54,15.8,16.8,15.3,887.3,887.3,886.8,3.0,115,8.2,775.4,0.0
A001,11/01/2018,12,22.9,23.1,21.3,66,74,65,16.3,17.1,15.9,890.0,890.0,889.6,4.3,79,8.3,2063.,0.0
A001,11/01/2018,18,26.8,27.5,25.7,45,51,42,13.9,16.3,12.7,887.4,888.4,887.4,4.0,102,8.0,3302.,0.0
A001,11/01/2018,22,23.8,25.2,23.8,53,54,48,13.5,14.0,13.1,886.4,886.4,886.1,2.5,98,6.6,76.89,0.0
A001,11/01/2018,19,27.1,27.2,26.3,45,50,42,14.1,15.2,12.8,886.6,887.4,886.5,3.2,103,9.3,2822.,0.0
A001,11/01/2018,14,24.5,24.8,23.3,63,66,60,16.9,17.3,15.6,889.9,890.2,889.9,4.6,89,9.5,3295.,0.0
A001,11/01/2018,20,26.3,27.1,25.7,46,48,43,13.6,14.3,12.4,886.0,886.6,886.0,3.5,92,7.8,1575.,0.0
A001,11/01/2018,00,22.9,23.2,22.8,68,68,67,16.7,16.8,16.6,888.6,888.6,888.3,2.6,102,6.1,-3.54,0.0
A001,11/01/2018,08,19.2,19.5,19.0,85,85,83,16.5,16.6,16.4,888.3,888.3,888.0,2.7,79,6.1,-3.54,0.0
A001,11/01/2018,21,25.2,26.4,25.2,48,51,45,13.4,14.5,13.4,886.1,886.1,885.9,3.7,95,7.4,1071.,0.0
A001,11/01/2018,04,20.9,21.3,20.9,78,78,77,16.9,17.2,16.9,888.2,888.7,888.2,2.6,106,5.0,-3.54,0.0
A001,11/01/2018,15,24.7,25.0,23.4,61,63,57,16.6,17.2,15.2,889.6,889.9,889.6,3.0,95,7.7,2379.,0.0
A001,11/01/2018,01,22.3,23.0,22.3,71,71,67,16.8,16.8,16.4,889.2,889.2,888.6,3.0,109,6.2,-3.54,0.0
A001,11/01/2018,03,21.3,21.9,21.2,77,78,75,17.1,17.4,17.1,888.7,889.1,888.7,2.3,105,5.9,-3.54,0.0
A001,11/01/2018,05,20.4,21.1,20.4,80,80,77,16.7,17.0,16.7,888.3,888.4,888.2,4.4,99,7.8,-3.54,0.0
A001,11/01/2018,23,23.0,23.8,22.9,58,58,52,14.1,14.2,13.4,886.8,886.9,886.4,2.9,106,4.9,-3.54,0.0
A001,11/01/2018,07,19.5,19.7,19.4,83,84,83,16.6,16.6,16.5,888.0,888.1,887.9,3.1,88,7.6,-3.54,0.0
A001,11/01/2018,11,21.6,21.6,20.2,74,79,72,16.7,16.7,16.0,889.6,889.6,889.0,3.9,57,9.3,1214.,0.0
A001,11/01/2018,10,20.2,20.2,19.0,79,84,78,16.4,16.5,16.2,889.0,889.0,888.6,3.8,72,8.0,374.8,0.0
A001,11/01/2018,16,25.9,26.3,24.4,49,61,48,14.3,17.1,14.2,889.1,889.6,889.1,3.9,112,7.6,3232.,0.0
A001,11/01/2018,17,26.6,27.1,25.3,46,54,44,14.1,15.9,13.5,888.4,889.1,888.4,4.0,100,8.4,3590.,0.0
A001,11/01/2018,02,21.9,22.3,21.8,75,75,71,17.2,17.2,16.9,889.1,889.4,889.1,3.0,112,5.8,-3.54,0.0
A001,11/01/2018,06,19.5,20.4,19.5,83,83,80,16.6,16.7,16.6,888.0,888.3,887.9,4.3,95,8.1,-3.54,0.0
A001,11/01/2018,13,23.8,24.3,22.2,63,70,60,16.3,17.1,15.8,890.2,890.3,890.0,5.4,86,9.0,2713.,0.0
A001,11/01/2018,09,19.0,19.2,19.0,84,86,84,16.3,16.6,16.2,888.6,888.6,888.2,3.8,75,7.7,1.297,0.0
A001,12/01/2018,17,25.7,27.4,25.6,50,50,41,14.5,15.0,11.9,887.1,888.0,887.1,4.5,355,8.3,3003.,0.0
A001,12/01/2018,18,24.8,26.6,24.2,61,63,46,16.6,16.9,13.2,886.3,887.1,886.3,4.3,304,9.5,2321.,0.0
A001,12/01/2018,19,24.2,25.2,23.7,63,63,58,16.7,17.1,15.6,885.8,886.3,885.6,4.3,288,9.2,1750.,0.0
A001,12/01/2018,20,22.2,24.5,22.2,61,65,59,14.4,16.5,14.4,886.0,886.1,885.8,4.2,271,10.3,1613.,0.0
A001,12/01/2018,01,21.1,21.9,21.1,64,64,62,14.1,14.6,14.0,888.1,888.1,887.4,2.3,126,5.1,-3.54,0.0
A001,12/01/2018,21,20.6,22.3,20.6,66,66,61,13.9,14.6,13.2,886.2,886.4,886.0,3.5,291,9.0,512.4,0.0
A001,12/01/2018,06,19.4,19.9,19.3,71,71,68,13.9,14.0,13.9,886.9,887.0,886.9,1.5,98,4.6,-3.54,0.0
A001,12/01/2018,03,20.2,20.7,20.2,69,69,67,14.4,14.4,14.3,888.4,888.5,888.4,3.0,101,6.5,-3.54,0.0
A001,12/01/2018,22,19.6,20.6,19.6,69,69,65,13.7,13.9,13.5,886.2,886.3,886.1,2.1,304,7.1,80.82,0.0
A001,12/01/2018,02,20.5,21.1,20.4,68,68,64,14.4,14.5,14.2,888.4,888.5,888.1,2.2,115,4.1,-3.54,0.0
A001,12/01/2018,07,19.1,19.5,18.2,72,76,70,13.9,14.1,13.7,886.5,886.9,886.5,1.6,117,2.9,-3.54,0.0
A001,12/01/2018,08,18.8,19.3,18.8,73,73,70,13.8,13.9,13.7,886.5,886.6,886.4,1.7,103,3.0,-3.54,0.0
A001,12/01/2018,05,19.9,20.0,19.7,68,70,68,13.9,14.1,13.8,887.0,887.6,887.0,2.4,100,5.1,-3.54,0.0
A001,12/01/2018,09,16.8,19.2,16.8,81,81,71,13.6,13.8,13.5,887.0,887.0,886.5,1.0,126,3.2,-2.58,0.0
A001,12/01/2018,04,19.9,20.3,19.9,69,70,68,14.1,14.4,14.0,887.6,888.4,887.6,2.5,113,5.0,-3.54,0.0
A001,12/01/2018,00,21.9,23.0,21.8,63,63,57,14.5,14.8,14.2,887.5,887.5,886.8,2.6,109,5.2,-3.54,0.0
A001,12/01/2018,10,18.3,18.3,16.6,82,86,81,15.3,15.3,13.6,887.6,887.6,887.0,0.7,177,2.0,188.6,0.0
A001,12/01/2018,11,21.0,21.2,18.3,67,83,66,14.5,15.4,14.5,888.0,888.0,887.5,2.0,124,3.5,647.6,0.0
A001,12/01/2018,12,22.8,23.6,21.0,59,67,57,14.4,15.3,13.5,888.9,888.9,888.0,3.2,87,6.1,2254.,0.0
A001,12/01/2018,13,24.1,24.3,22.4,55,61,53,14.6,15.0,13.6,889.3,889.4,888.9,2.6,43,6.5,2175.,0.0
A001,12/01/2018,14,24.5,24.8,23.5,53,58,51,14.3,15.1,13.5,889.0,889.4,889.0,2.4,23,6.3,2764.,0.0
A001,12/01/2018,15,25.0,25.7,24.3,51,58,48,14.1,15.8,13.3,888.3,889.0,888.3,2.0,357,5.7,2794.,0.0
A001,12/01/2018,23,19.0,19.6,18.8,71,72,69,13.6,13.8,13.5,886.0,886.3,886.0,1.8,272,4.3,-3.54,0.0
A001,12/01/2018,16,26.0,26.3,24.9,42,52,40,12.1,14.9,11.4,887.9,888.3,887.9,2.3,287,5.2,2804.,0.0
A001,13/01/2018,05,17.2,17.4,16.5,86,89,85,14.9,15.3,14.2,886.3,886.4,886.3,0.6,328,1.4,-3.12,0.0
A001,13/01/2018,22,18.7,19.4,18.5,90,90,83,17.0,17.2,16.1,884.3,884.6,884.3,0.9,326,1.7,104.4,0.4
A001,13/01/2018,02,17.2,17.8,16.7,84,85,80,14.5,14.6,14.0,886.8,886.9,886.7,0.9,356,2.5,-3.54,0.0
A001,13/01/2018,03,16.7,17.2,16.5,87,88,84,14.6,14.8,14.2,886.3,886.9,886.3,0.8,265,1.6,-3.52,0.0
A001,13/01/2018,04,17.0,17.2,16.6,86,88,85,14.7,14.9,14.4,886.3,886.3,886.2,0.5,55,1.9,-3.52,0.0
A001,13/01/2018,06,17.2,17.5,17.2,87,87,83,15.0,15.1,14.6,886.2,886.4,886.2,0.2,157,1.7,-3.12,0.0
A001,13/01/2018,07,16.4,17.2,16.4,89,89,87,14.6,15.1,14.6,886.2,886.3,886.2,0.2,94,0.9,-3.54,0.0
A001,13/01/2018,00,18.9,19.2,18.4,75,75,71,14.4,14.4,13.5,885.8,886.0,885.5,0.9,173,3.1,-3.54,0.0
A001,13/01/2018,08,16.2,16.4,15.9,90,91,89,14.5,14.7,14.3,886.0,886.2,886.0,1.0,50,1.4,-3.54,0.0
A001,13/01/2018,09,16.0,16.4,15.2,92,92,89,14.7,14.7,13.7,886.5,886.5,886.0,0.5,262,1.6,1.192,0.0
A001,13/01/2018,10,21.3,21.5,16.0,69,92,69,15.3,16.4,14.6,886.9,886.9,886.5,0.3,135,1.2,385.6,0.0
A001,13/01/2018,11,22.1,22.3,20.2,65,74,65,15.2,15.7,15.0,887.4,887.4,886.9,0.3,85,2.4,860.8,0.0
A001,13/01/2018,12,23.6,23.8,21.7,58,67,57,14.8,16.1,14.4,887.8,887.8,887.4,1.6,5,2.9,2146.,0.0
A001,13/01/2018,13,24.5,25.3,23.4,53,61,52,14.3,15.8,13.7,887.7,887.9,887.7,2.3,36,3.8,3003.,0.0
A001,13/01/2018,14,26.0,26.3,24.5,50,57,50,14.8,16.2,14.2,887.3,887.7,887.3,2.1,44,4.5,3483.,0.0
A001,13/01/2018,23,18.0,18.8,17.9,93,93,90,16.8,17.2,16.6,884.8,884.8,884.3,1.5,336,2.0,-3.52,0.0
A001,13/01/2018,15,26.6,27.3,25.5,45,55,43,13.8,16.6,12.8,886.8,887.3,886.8,4.3,5,7.6,3289.,0.0
A001,13/01/2018,16,26.8,27.8,26.2,47,49,42,14.6,15.5,13.1,886.3,886.8,886.2,3.4,352,7.6,3318.,0.0
A001,13/01/2018,17,26.9,27.7,26.3,43,49,42,13.1,15.4,13.1,885.5,886.3,885.5,2.3,25,6.5,2168.,0.0
A001,13/01/2018,18,23.4,27.5,23.4,61,63,40,15.6,16.4,13.2,884.9,885.6,884.9,3.7,150,7.2,901.3,0.0
A001,13/01/2018,19,19.5,23.7,19.5,85,85,60,16.9,17.6,15.4,885.4,885.4,884.0,4.1,303,11.0,482.3,0.4
A001,13/01/2018,20,17.7,19.5,16.7,92,92,85,16.4,16.8,15.0,884.4,885.8,884.4,1.3,309,11.0,48.26,6.0
A001,13/01/2018,21,18.8,18.8,17.7,88,92,88,16.8,16.9,16.3,884.6,884.6,884.4,1.1,354,2.9,83.98,0.4
A001,13/01/2018,01,17.8,18.9,17.4,80,84,75,14.2,14.8,14.2,886.8,886.8,885.8,1.4,27,2.6,-3.54,0.0
A001,14/01/2018,03,17.8,18.5,17.6,92,92,90,16.5,16.9,16.0,887.4,887.8,887.4,0.4,146,1.5,-3.37,0.0
A001,14/01/2018,21,20.7,21.5,20.7,71,72,65,15.3,15.4,14.3,886.1,886.1,885.9,1.9,314,5.0,360.2,0.0
A001,14/01/2018,09,17.2,18.3,16.8,86,91,83,14.9,16.5,14.9,887.3,887.3,886.5,0.5,31,3.6,-0.32,0.0
A001,14/01/2018,20,21.5,22.0,21.5,67,68,63,15.1,15.3,14.4,885.9,886.2,885.7,2.8,354,6.2,789.9,0.0
A001,14/01/2018,17,22.0,22.2,20.9,64,78,62,15.0,17.6,14.3,887.4,888.3,887.4,4.0,350,8.1,2132.,0.0
A001,14/01/2018,10,18.6,18.9,17.0,89,90,85,16.7,16.7,15.0,888.0,888.0,887.3,0.7,158,2.3,113.2,0.2
A001,14/01/2018,19,21.9,22.5,21.9,64,65,60,14.7,15.3,14.1,886.2,886.8,886.1,3.4,342,8.0,1254.,0.0
A001,14/01/2018,02,18.1,18.5,17.9,91,93,90,16.6,17.1,16.4,887.8,887.8,887.3,0.8,119,2.5,-2.96,0.0
A001,14/01/2018,22,19.5,20.7,19.5,77,77,71,15.3,15.5,15.2,886.1,886.2,886.0,1.1,336,3.6,54.24,0.0
A001,14/01/2018,11,19.1,19.6,18.6,86,89,80,16.8,17.1,15.9,888.9,888.9,888.0,3.4,85,5.7,214.0,0.2
A001,14/01/2018,01,18.0,18.1,17.6,93,93,92,16.8,16.9,16.3,887.3,887.3,886.0,0.9,7,1.9,-2.91,0.0
A001,14/01/2018,12,21.5,21.6,19.1,80,86,78,17.9,18.3,16.6,889.3,889.3,888.9,2.8,65,5.6,1209.,0.2
A001,14/01/2018,18,22.1,22.5,21.9,63,66,60,14.8,15.6,14.3,886.8,887.4,886.7,3.9,349,8.0,1542.,0.0
A001,14/01/2018,13,20.9,21.9,20.5,79,82,76,17.2,18.4,16.7,889.7,889.8,889.3,3.7,43,7.6,1786.,0.0
A001,14/01/2018,05,17.3,17.7,17.3,92,93,92,16.0,16.5,16.0,886.3,887.2,886.3,1.0,197,1.6,-3.21,0.0
A001,14/01/2018,06,17.0,17.5,16.8,92,93,92,15.8,16.3,15.5,885.8,886.3,885.7,0.2,182,1.6,-3.54,0.0
A001,14/01/2018,23,17.9,19.5,17.9,87,87,77,15.7,16.3,15.3,886.8,886.8,886.1,0.5,316,1.8,-3.54,0.0
A001,14/01/2018,14,19.6,21.3,19.6,80,84,76,16.0,17.7,16.0,889.9,890.0,889.6,5.9,11,10.1,1965.,0.0
A001,14/01/2018,07,17.6,17.8,16.7,88,92,88,15.7,16.0,15.4,886.0,886.0,885.6,1.3,30,3.0,-3.54,0.0
A001,14/01/2018,15,19.2,19.9,18.2,84,90,78,16.4,16.8,15.8,889.0,889.8,888.9,3.7,7,10.1,1277.,0.6
A001,14/01/2018,00,18.0,18.0,17.6,92,93,91,16.7,16.7,16.2,886.0,886.0,884.7,0.3,159,2.0,-3.54,0.0
A001,14/01/2018,04,17.7,17.8,17.3,92,93,92,16.4,16.5,16.0,887.2,887.4,887.2,0.4,114,1.1,-3.20,0.0
A001,14/01/2018,08,16.8,17.6,16.8,91,91,88,15.4,15.7,15.2,886.5,886.5,886.0,0.8,37,3.0,-3.54,0.0
A001,14/01/2018,16,20.9,21.7,19.2,76,84,70,16.6,17.2,15.5,888.3,889.0,888.3,2.8,334,6.0,2360.,0.0
A001,15/01/2018,20,20.8,21.6,20.7,78,78,71,16.9,16.9,16.1,886.6,886.7,886.4,2.8,3,4.6,452.8,0.0
A001,15/01/2018,22,20.5,21.1,20.5,82,82,77,17.3,17.3,16.9,885.9,886.7,885.9,2.6,157,4.5,54.51,0.0
A001,15/01/2018,00,17.8,18.2,17.8,90,90,87,16.1,16.4,15.6,887.5,887.5,886.8,0.4,263,0.8,-3.54,0.0
A001,15/01/2018,01,18.3,18.5,17.7,88,91,88,16.2,16.7,16.0,888.0,888.0,887.5,0.9,108,1.3,-3.51,0.0
A001,15/01/2018,23,19.7,20.5,19.7,82,82,80,16.7,17.2,16.7,886.6,886.6,885.9,0.5,190,4.8,-3.53,0.0
A001,15/01/2018,02,17.2,18.3,17.2,91,91,88,15.7,16.3,15.5,887.8,888.1,887.8,0.5,313,1.3,-3.53,0.0
A001,15/01/2018,03,17.0,17.2,16.9,92,92,91,15.7,15.9,15.5,887.6,887.9,887.6,0.5,310,1.1,-3.52,0.0
A001,15/01/2018,04,16.6,17.2,16.6,93,93,92,15.4,15.9,15.3,887.3,887.6,887.3,0.5,303,0.9,-3.54,0.0
A001,15/01/2018,05,16.6,16.8,16.5,93,93,93,15.5,15.6,15.3,887.1,887.3,887.1,0.6,131,1.3,-3.54,0.0
A001,15/01/2018,06,17.2,17.2,16.5,93,93,92,16.1,16.1,15.3,886.8,887.1,886.8,0.6,333,1.4,-3.41,0.0
A001,15/01/2018,07,17.1,17.3,17.1,92,93,92,15.8,16.1,15.8,886.7,886.9,886.6,0.5,182,1.0,-2.74,0.0
A001,15/01/2018,08,17.2,17.2,16.9,93,93,92,16.0,16.1,15.6,887.1,887.1,886.7,0.8,142,1.3,-2.65,0.0
A001,15/01/2018,09,17.3,17.7,17.0,91,93,91,15.8,16.4,15.8,887.7,887.7,887.1,0.8,155,1.7,-0.65,0.0
A001,15/01/2018,10,18.2,18.3,17.1,91,92,91,16.8,17.0,15.7,888.2,888.2,887.7,0.6,135,1.2,133.6,0.0
A001,15/01/2018,11,19.9,19.9,18.2,79,91,79,16.1,17.0,15.7,888.6,888.6,888.2,1.4,118,3.0,436.8,0.0
A001,15/01/2018,12,21.2,21.2,19.8,73,80,73,16.2,16.5,15.6,889.0,889.0,888.6,1.5,152,3.2,1063.,0.0
A001,15/01/2018,13,24.3,24.5,21.2,62,74,62,16.7,17.8,15.8,889.3,889.4,889.0,2.8,116,5.3,2799.,0.0
A001,15/01/2018,14,24.8,25.2,23.4,67,68,61,18.3,18.3,16.1,889.2,889.4,889.2,3.0,88,6.3,3118.,0.0
A001,15/01/2018,15,25.3,25.9,24.4,61,70,59,17.2,18.9,17.1,888.6,889.2,888.6,3.8,89,8.1,3605.,0.0
A001,15/01/2018,16,26.9,26.9,24.9,55,63,52,17.0,18.2,16.1,887.6,888.6,887.6,3.8,89,6.9,3342.,0.0
A001,15/01/2018,17,25.4,27.3,25.4,56,58,50,15.9,17.5,15.2,887.2,887.7,887.2,3.6,51,7.6,2134.,0.0
A001,15/01/2018,18,21.3,25.3,20.9,77,81,54,17.2,17.6,15.1,887.3,887.5,887.1,2.5,221,10.5,868.8,0.0
A001,15/01/2018,19,20.7,21.4,19.9,75,84,74,16.0,17.4,16.0,886.5,887.4,886.5,2.0,238,6.0,597.0,0.0
A001,15/01/2018,21,21.0,21.1,20.7,77,81,77,16.9,17.4,16.8,886.6,886.7,886.3,1.7,355,4.7,137.1,0.0
A001,16/01/2018,16,27.3,27.3,25.4,53,62,53,17.0,18.1,16.2,889.0,889.6,888.9,2.3,51,5.6,3347.,0.0
A001,16/01/2018,20,27.5,28.4,26.9,50,51,46,16.3,16.9,14.4,886.1,886.3,886.1,3.6,85,7.9,1651.,0.0
A001,16/01/2018,19,27.9,28.5,27.5,51,52,45,16.8,17.0,15.0,886.2,887.1,886.2,3.4,73,8.0,2922.,0.0
A001,16/01/2018,17,27.0,28.3,26.0,50,56,48,15.7,17.8,15.7,888.2,889.0,888.2,3.4,111,7.7,3250.,0.0
A001,16/01/2018,14,24.8,25.0,22.7,60,70,60,16.6,17.9,16.0,890.1,890.4,890.1,2.6,58,6.0,3399.,0.0
A001,16/01/2018,18,27.6,28.6,26.2,49,55,47,15.8,18.0,15.4,887.1,888.2,887.1,3.6,84,7.7,2871.,0.0
A001,16/01/2018,21,26.3,27.8,26.3,53,55,48,15.9,17.0,15.5,885.7,886.1,885.7,3.6,86,6.5,814.7,0.0
A001,16/01/2018,11,22.3,22.5,19.3,71,81,68,16.8,16.8,15.7,889.2,889.3,888.6,2.8,96,5.0,1164.,0.0
A001,16/01/2018,10,19.3,19.6,17.8,80,86,78,15.8,16.0,15.3,888.6,888.6,887.8,2.0,133,3.3,243.1,0.0
A001,16/01/2018,15,25.4,26.0,24.6,58,66,57,16.5,18.3,16.5,889.6,890.1,889.6,2.7,71,6.2,3867.,0.0
A001,16/01/2018,06,18.7,19.5,18.2,86,88,83,16.4,16.8,16.2,887.3,887.7,887.3,0.8,156,1.9,-3.44,0.0
A001,16/01/2018,12,20.7,22.8,20.7,75,75,68,16.1,17.1,16.1,890.4,890.4,889.2,3.0,46,6.3,1062.,0.0
A001,16/01/2018,05,19.3,19.5,19.0,85,88,83,16.7,17.2,16.5,887.6,888.1,887.6,0.8,170,1.8,-3.44,0.0
A001,16/01/2018,09,18.0,18.3,17.3,85,89,84,15.4,15.7,15.3,887.8,887.8,887.5,1.8,137,2.7,-2.19,0.2
A001,16/01/2018,04,19.2,19.3,18.9,88,90,88,17.2,17.4,17.0,888.1,888.9,888.0,0.8,173,2.2,-3.25,0.0
A001,16/01/2018,13,22.9,22.9,19.7,70,84,69,17.1,17.5,16.0,890.2,890.6,890.2,1.2,66,8.3,2163.,0.0
A001,16/01/2018,03,19.0,19.0,18.6,90,90,89,17.3,17.3,16.8,888.9,889.1,888.9,1.1,187,2.2,-3.36,0.0
A001,16/01/2018,22,25.3,26.4,25.2,57,57,53,16.2,16.3,15.7,886.3,886.3,885.7,3.6,97,6.8,198.8,0.0
A001,16/01/2018,02,19.0,19.7,19.0,89,89,86,17.1,17.3,17.0,889.1,889.1,888.5,1.0,180,3.5,-3.53,0.0
A001,16/01/2018,07,18.0,19.0,18.0,86,86,82,15.6,16.4,15.5,887.4,887.4,887.2,0.4,92,3.0,-3.53,0.0
A001,16/01/2018,01,19.4,19.6,19.0,87,88,86,17.2,17.2,16.8,888.5,888.5,887.3,1.0,173,2.5,-3.53,0.0
